1101,17109_1701_x8048_y22277,9,AId
783,17109_1801_x6698_y12550,9,AId
328,17109_1901_x9602_y10508,9,AId
1021,17109_2201_x8046_y23301,9,MOs
783,17109_2301_x8535_y23051,9,AId
1101,17109_2301_x9418_y23665,9,AId
648,17109_2401_x8977_y24184,9,MOp
1101,17109_2401_x9338_y2394,9,AId
1101,17109_2401_x9695_y9693,9,AId
328,17109_2401_x9954_y9122,9,AId
1101,17109_2500_x9864_y9311,9,AId
1101,17109_2601_x10213_y8783,9,AId
648,17109_2601_x9296_y24691,9,MOp
328,17109_2601_x9498_y8169,9,AId
328,17109_3101_x10824_y7188,9,AId
1090,17109_3701_x9228_y26684,9,SSs
1035,17109_4101_x6753_y6197,9,SSs
1035,17109_4764_x6621_y5727,9,SSs
1090,17109_4772_x9038_y27257,9,SSs
778,17109_6201_x4328_y6753,9,VISp
312782612,17109_6301_x4756_y24516,9,VISrl
1023,17109_6401_x7641_y3978,9,AUDv
990,17109_6401_x7989_y3767,9,AUDv
759,17109_6501_x6997_y4287,9,AUDpo
233,17109_6601_x4384_y7436,9,VISal
233,17109_6601_x5417_y25287,9,VISal
289,17109_6801_x7432_y4405,8,TEa
289,17109_6901_x7203_y26714,8,TEa
74,17109_7001_x5738_y6470,9,VISl
234,17109_7001_x6205_y5194,8,TEa
1090,17300_3426_x20339_y44872,9,SSs
1090,17300_3514_x19676_y45282,9,SSs
312782554,17300_5571_x27063_y39610,9,VISa
687,17300_5896_x24862_y27320,9,RSPv
41,17300_5969_x27278_y20820,9,VISp
1114,17300_6010_x23413_y13446,9,VISal
583,17302_00001,6,CP
583,17302_00002,6,CP
583,17302_00003,6,CP
672,17302_00005,7,CP
672,17302_00006,7,CP
672,17302_00007,7,CP
672,17302_00009,7,CP
672,17302_00010,7,CP
672,17302_00011,7,CP
672,17302_00013,7,CP
672,17302_00014,7,CP
672,17302_00015,7,CP
672,17302_00016,7,CP
672,17302_00017,7,CP
672,17302_00018,7,CP
629,17302_00020,8,VPL
733,17302_00021,9,VPL
1096,17302_00023,9,AM
15,17302_00024,8,PVT
15,17302_00025,8,MD
672,17302_00027,7,CP
672,17302_00030,7,CP
672,17302_00031,7,CP
1108,17302_00032,5,CP
672,17302_00033,7,CP
1088,17302_00035,9,MG
1079,17302_00036,9,MG
733,17302_00037,9,LGd
1072,17302_00038,9,MG
496345672,17302_00039,9,LGd
218,17302_00040,8,LGd
496345668,17302_00041,9,LGd
672,17302_00043,7,CP
672,17302_00044,7,CP
672,17302_00045,7,CP
672,17302_00046,7,CP
484682512,17302_00047,3,CP
496345672,17302_00048,9,LGd
496345668,17302_00049,9,LGd
672,17302_00050,7,CP
325,17302_00052,8,MG
733,17302_00053,9,VPM
1020,17302_00054,8,VPM
672,17302_00055,7,CP
672,17302_00056,7,CP
484682516,17302_00057,5,CP
672,17302_00059,7,CP
672,17302_00062,7,CP
484682516,17302_00063,5,CP
997,17302_00064,1,LGd
218,17302_00065,8,LGd
218,17302_00066,8,LGd
672,17302_00074,7,CP
672,17302_00075,7,CP
797,17302_00076,7,MG
797,17302_00077,7,MG
484682524,17302_00078,5,VPL
1088,17302_00079,9,MG
797,17302_00080,7,LGd
579,17302_00081,6,CP
672,17302_00085,7,CP
672,17302_00086,7,CP
662,17302_00087,8,CP
672,17302_00091,7,CP
672,17302_00093,7,CP
672,17302_00094,7,CP
672,17302_00095,7,CP
638,17302_00096,8,CP
672,17302_00097,7,CP
672,17302_00098,7,CP
672,17302_00099,7,CP
672,17302_00101,7,CP
1108,17302_00102,5,CP
484682512,17302_00103,3,CP
672,17302_00105,7,CP
672,17302_00106,7,CP
672,17302_00108,7,CP
672,17302_00110,7,CP
733,17302_00112,9,VPM
262,17302_00113,7,VPM
733,17302_00114,9,VPM
733,17302_00115,9,VPM
718,17302_00116,9,VPL
496345664,17302_00117,9,LGd
178,17302_00118,8,LGd
496345672,17302_00119,9,LGd
496345672,17302_00120,9,LGd
496345672,17302_00121,9,LGd
484682516,17302_00123,5,CP
484682516,17302_00124,5,CP
218,17302_00125,8,LP
1058,17543_00126,8,VISC
577,17543_00140,10,SSp-ul
950,17543_2434_x11441_y5587,10,SSp-m
1035,17543_3308_x10077_y3766,9,SSp-m
1058,17543_3471_x12087_y3637,8,VISC
950,17543_3705_x9619_y20864,10,SSs
1094,17543_3828_x6023_y17044,10,SSp-ll
201,17543_3842_x7369_y3542,10,SSp-bfd
1114,17543_5296_x5131_y20385,9,VISal
233,17543_5334_x5066_y20381,9,VISal
672,17545_00001,7,CP
549,17545_00003,5,VPL
672,17545_00004,7,CP
672,17545_00006,7,CP
672,17545_00007,7,CP
672,17545_00008,7,CP
672,17545_00023,7,CP
672,17545_00024,7,CP
672,17545_00025,7,CP
672,17545_00026,7,CP
672,17545_00027,7,CP
672,17545_00028,7,CP
672,17545_00029,7,CP
672,17545_00030,7,CP
672,17545_00040,7,CP
672,17545_00041,7,CP
672,17545_00044,7,CP
672,17545_00045,7,CP
672,17545_00046,7,CP
672,17545_00047,7,CP
672,17545_00048,7,CP
672,17545_00050,7,CP
672,17545_00052,7,CP
672,17545_00053,7,CP
262,17545_00054,7,VPL
262,17545_00055,7,VPL
484682520,17545_00056,5,VPM
733,17545_00057,9,VPM
733,17545_00058,9,VPM
672,17545_00059,7,CP
672,17545_00060,7,CP
672,17545_00063,7,CP
672,17545_00064,7,CP
672,17545_00065,7,CP
672,17545_00066,7,CP
484682516,17545_00067,5,CP
672,17545_00068,7,CP
1020,17545_00071,8,VAL
672,17545_00073,7,CP
672,17545_00074,7,CP
262,17545_00075,7,VPM
262,17545_00078,7,VPM
496345664,17545_00081,9,MG
1072,17545_00082,9,MG
733,17545_00084,9,VPL
733,17545_00085,9,VPL
1009,17545_00088,2,LGd
484682520,17545_00089,5,LP
496345668,17545_00091,9,LGd
27,17545_00092,8,LGd
466,17545_00093,6,LGd
496345664,17545_00094,9,LGd
496345672,17545_00095,9,LGd
733,17545_00110,9,VPM
484682516,17545_00111,5,CP
672,17545_00113,7,CP
579,17545_00115,6,CP
672,17545_00116,7,CP
672,17545_00118,7,CP
672,17545_00119,7,CP
672,17545_00120,7,CP
672,17545_00121,7,CP
672,17545_00122,7,CP
672,17545_00124,7,CP
672,17545_00125,7,CP
672,17545_00126,7,CP
672,17545_00129,7,CP
672,17545_00130,7,CP
672,17545_00131,7,CP
672,17545_00132,7,CP
672,17545_00136,7,CP
672,17545_00138,7,CP
672,17545_00140,7,CP
718,17545_00142,9,VPL
672,17545_00143,7,CP
672,17545_00144,7,CP
672,17545_00145,7,CP
672,17545_00146,7,CP
672,17545_00147,7,CP
672,17545_00149,7,CP
672,17545_00150,7,CP
733,17545_00154,9,VPM
672,17545_00155,7,CP
484682516,17545_00158,5,CP
484682516,17545_00159,5,CP
1088,17545_00162,9,MG
1079,17545_00163,9,MG
10703,17545_00164,9,MG
549,17545_00165,5,MG
997,17545_00166,1,MG
484682520,17545_00168,5,VPM
484682524,17545_00169,5,VPM
496345672,17545_00170,9,LGd
484682520,17545_00172,5,VPM
496345664,17545_00173,9,LGd
496345668,17545_00174,9,LGd
366,17545_00175,8,SMT
218,17545_00176,8,LP
149,17545_00177,8,PVT
496345668,17545_00179,9,LGd
181,17545_00180,8,RE
952,17781_00001,7,CLA
783,17781_00002,9,CLA
844,17781_00003,9,CLA
672,17781_00004,7,CLA
630,17781_2184_x15071_y19950,9,ORBl
943,17781_2491_x13559_y38398,9,GU
945,17781_3668_x9453_y17266,10,SSp-ul
862,17781_3819_x16144_y41186,9,SSs
672,17781_4095_x17570_y12460,7,CLA
862,17781_4710_x13766_y10574,9,SSs
1038,17781_4874_x11466_y11924,10,SSp-bfd
862,17781_5166_x11993_y10858,9,SSs
672,17781_5361_x17741_y11849,7,SSs
1058,17781_5548_x15772_y8872,8,VISC
862,17781_5655_x10641_y11102,9,SSs
156,17781_5894_x11460_y10079,9,AUDp
1090,17781_6028_x9772_y42888,9,SSs
1090,17781_6202_x7633_y12296,9,SSp-bfd
847,17781_6228_x12697_y8412,9,AUDp
1070,17781_6262_x6896_y13574,10,SSp-bfd
252,17781_6270_x9494_y43380,9,AUDd
252,17781_6287_x8230_y11645,9,SSs
289,17781_6325_x14423_y8278,8,TEa
940,17781_6355_x6443_y33777,5,CA1
780,17781_6626_x22318_y13682,6,PA
663,17781_6627_x22762_y14486,9,COAp
780,17781_6643_x22317_y12822,6,PA
382,17781_6802_x8324_y14113,9,CA1
249,17781_6866_x8954_y41812,9,VISl
780,17781_6881_x22248_y12698,6,TR
1037,17781_7132_x8998_y15272,8,POST
502,17781_7281_x18241_y11406,8,SUB
783,17782_00001,9,CLA
1101,17782_00002,9,CLA
783,17782_00003,9,CLA
648,17782_00004,9,CLA
638,17782_00005,8,CLA
783,17782_00006,9,CLA
783,17782_3138_x32805_y18352,9,AId
1101,17782_3253_x33739_y18314,9,AId
844,17782_3284_x11909_y16428,9,MOp
844,17782_3352_x11384_y16404,9,MOp
783,17782_3487_x11014_y17041,9,AId
638,17782_3651_x35286_y18512,8,GU
783,17782_3672_x34784_y19432,9,AId
862,17787_00007,9,CP
672,17787_00013,7,CP
672,17787_00014,7,CP
1102,17787_00019,10,CP
857,17787_00026,8,CP
314,17787_00029,9,CP
672,17787_00048,7,CP
579,17787_00049,6,CP
672,17787_00050,7,CP
1106,17787_4521_x5172_y12873,8,SSs
41,17787_7070_x12739_y1410,9,VISpm
950,17788_3709_x6000_y8213,10,SSp-m
1035,17788_4719_x3512_y9492,9,SSs
430,17788_5767_x16636_y3662,9,RSPv
767,18047_00003,9,MOp
484682520,18047_00022,5,fiber tracts
772,18047_00025,9,ACAv
579,18047_00039,6,CA1
620,18047_00047,9,ORBm
363,18047_2443_x16061_y14812,8,ORBm
767,18047_2622_x11862_y12983,9,MOs
648,18047_3132_x24052_y12385,9,MOs
767,18047_4141_x14168_y9063,9,MOs
772,18047_4458_x18853_y10785,9,ACAv
484682520,18047_5719_x25513_y7957,5,fiber tracts
28,18047_7769_x31046_y13195,10,ENTl
767,182725_2241_x9113_y11193,9,MOs
767,182725_2376_x10033_y10786,9,MOp
1021,182725_2390_x8944_y12077,9,MOs
1101,182725_2581_x9375_y21137,9,AIv
1101,182725_2917_x9391_y22263,9,AId
328,182725_3680_x13452_y7614,9,GU
844,182725_3762_x5563_y19178,9,MOp
844,182725_4080_x6576_y11407,9,MOp
484682512,182725_4160_x5717_y19181,3,MOp
484682516,182725_4290_x5671_y18488,5,MOp
882,182725_4390_x5078_y18459,9,SSp-ll
478,182725_5012_x5980_y10427,10,SSp-ll
778,182725_6819_x6109_y7853,9,VISp
312782598,182725_7341_x4593_y22594,9,VISli
754,18452_3926_x14445_y21337,7,OT
579,18452_4002_x10332_y17479,6,unknown
754,18452_4126_x15225_y20986,7,OT
754,18452_4272_x26686_y20064,7,OT
788,18452_4536_x11274_y21067,7,OT
670,18452_5511_x26566_y3403,10,SSp-tr
593,18452_7249_x11408_y2071,9,VISp
656,18453_1641_x24165_y10580,9,MOs
656,18453_1643_x24077_y11694,9,MOs
698,18453_1674_x14446_y9719,6,FRP
656,18453_1924_x22284_y8069,9,MOs
962,18453_2190_x23739_y8507,9,MOs
962,18453_2400_x15836_y7243,9,MOs
962,18453_2428_x13810_y8197,9,MOs
962,18453_2632_x11687_y8383,9,MOs
943,18453_2645_x28684_y11703,9,MOp
943,18453_2713_x27713_y9899,9,MOp
962,18453_2884_x12998_y7285,9,MOs
962,18453_2991_x13607_y7348,9,MOs
943,18453_3021_x27493_y8943,9,MOp
754,18453_3147_x16721_y20510,7,OT
943,18453_3186_x12745_y7108,9,MOp
754,18453_3218_x16785_y20581,7,OT
754,18453_3225_x17398_y19713,7,OT
950,18453_3316_x8214_y11076,10,SSp-m
950,18453_3326_x29413_y10076,10,SSp-m
950,18453_3350_x8925_y9653,10,SSp-m
943,18453_3456_x24161_y6646,9,MOp
854,18453_3471_x28224_y8289,10,SSp-ul
657,18453_3492_x29357_y9198,10,SSp-m
962,18453_3516_x21006_y6048,9,MOs
657,18453_3564_x30226_y9677,10,SSp-m
657,18453_3579_x30397_y10103,10,SSp-m
950,18453_3678_x8938_y8684,10,SSp-m
950,18453_3690_x8282_y9898,10,SSp-m
854,18453_3704_x10450_y7387,10,SSp-m
754,18453_3766_x16118_y20931,7,OT
943,18453_3767_x22604_y5643,9,MOp
943,18453_3795_x13584_y5960,9,MOp
754,18453_3796_x16246_y20830,7,OT
754,18453_3810_x16082_y20891,7,OT
950,18453_3841_x9500_y7920,10,SSp-m
935,18453_3848_x19057_y7025,9,ACAv
754,18453_3935_x22928_y21885,7,OT
854,18453_3945_x11262_y6434,10,SSp-ul
943,18453_4067_x16924_y5288,9,MOp
889,18453_4186_x30783_y11697,10,SSs
943,18453_4221_x16935_y5165,9,MOp
838,18453_4231_x30739_y8470,10,SSp-n
862,18453_4283_x7543_y12923,9,VISC
672,18453_4283_x7739_y13735,7,AIp
854,18453_4345_x12044_y5189,10,SSp-ul
838,18453_4386_x31552_y9254,10,SSp-n
201,18453_4403_x30609_y7732,10,SSp-bfd
1047,18453_4496_x31014_y8304,10,SSp-n
1047,18453_4497_x29287_y7176,10,SSp-bfd
873,18453_4540_x32498_y9442,9,SSp-n
806,18453_4693_x33039_y11636,9,SSs
1030,18453_4711_x14090_y3943,10,SSp-ll
201,18453_4725_x30684_y6703,10,SSp-bfd
1047,18453_4749_x31789_y8895,10,SSp-n
1047,18453_4899_x10111_y5917,10,SSp-bfd
1035,18453_5033_x32118_y8975,9,SSs
1047,18453_5113_x9557_y5782,10,SSp-bfd
201,18453_5228_x9833_y5221,10,SSp-bfd
1047,18453_5308_x10321_y5166,10,SSp-bfd
1066,18453_5317_x24548_y3717,9,VISam
1058,18453_5318_x33682_y14092,8,VISC
806,18453_5325_x32314_y8395,9,SSs
965,18453_5343_x23330_y3366,9,RSPagl
862,18453_5436_x32746_y12751,9,SSs
1047,18453_5459_x9646_y5477,10,SSp-bfd
312782608,18453_5535_x29214_y5045,9,SSp-bfd
520,18453_5578_x32997_y13060,9,AUDv
281,18453_5667_x25695_y3103,9,VISam
251,18453_5701_x28505_y4297,9,VISrl
905,18453_5766_x31719_y6139,9,SSs
430,18453_5841_x19468_y3419,9,RSPv
520,18453_5862_x33046_y12305,9,AUDv
805,18453_5941_x24629_y3152,9,VISam
805,18453_5995_x24812_y3143,9,VISam
805,18453_6040_x24821_y3042,9,VISam
806,18453_6053_x8032_y5933,9,SSs
312782608,18453_6181_x10238_y3690,9,VISrl
251,18453_6229_x34471_y10482,9,AUDv
593,18453_6316_x30559_y4743,9,VISrl
821,18453_6477_x30376_y5078,9,VISp
905,18453_6479_x9010_y4330,9,VISal
1127,18453_6500_x34303_y12884,8,TEa
905,18453_6537_x8725_y4484,9,VISal
821,18453_6561_x9442_y3817,9,VISrl
687,18453_6576_x22528_y4353,9,RSPv
905,18453_6604_x9161_y4006,9,VISrl
593,18453_6675_x10576_y3102,9,VISp
905,18453_6675_x8876_y4461,9,VISal
847,18453_6708_x6437_y7833,9,AUDp
973,18453_6746_x8555_y4741,9,VISl
821,18453_6748_x28152_y3578,9,VISp
312782608,18453_6756_x7677_y5336,9,VISrl
821,18453_6846_x11548_y2831,9,VISp
721,18453_7007_x11486_y3611,9,VISp
973,18453_7010_x8769_y4509,9,VISp
421,18453_7024_x9012_y4138,9,VISp
973,18453_7112_x9089_y4667,9,VISp
821,18453_7132_x11495_y3152,9,VISp
312782640,18453_7132_x31679_y7308,9,VISli
973,18453_7146_x8788_y4552,9,VISp
821,18453_7188_x11060_y3637,9,VISp
593,18453_7223_x30215_y5120,9,VISp
821,18453_7245_x12979_y2864,9,VISp
721,18453_7304_x11719_y3749,9,VISp
1127,18453_7309_x5442_y9199,8,TEa
526,18453_7455_x32866_y9412,10,VISpor
526,18453_7692_x10145_y15241,10,ENTm
20,18453_7813_x5799_y12199,10,ENTl
672,18454_00002,7,CP
484682512,18454_00003,3,CP
484682516,18454_00004,5,CP
882,18454_00009,9,CP
484682516,18454_00010,5,CP
484682512,18454_00011,3,CP
2,18454_00014,10,CP
672,18454_00015,7,CP
672,18454_00016,7,CP
484682512,18454_00017,3,CP
672,18454_00018,7,CP
672,18454_00020,7,CP
672,18454_00021,7,CP
672,18454_00022,7,CP
484682516,18454_00024,5,CP
672,18454_00027,7,CP
956,18454_00028,5,CP
844,18454_00029,9,CP
672,18454_00039,7,CP
733,18454_00046,9,VPM
733,18454_00048,9,VPM
672,18454_00049,7,CP
15,18454_00050,8,MD
629,18454_00051,8,VAL
733,18454_00052,9,VPM
15,18454_00053,8,MD
366,18454_00054,8,SMT
549,18454_00055,5,RE
189,18454_00056,8,RE
366,18454_00057,8,RE
366,18454_00058,8,RE
496345668,18454_00059,9,LGd
484682520,18454_00060,5,VPM
496345668,18454_00061,9,VPM
1079,18454_00062,9,VPM
1088,18454_00063,9,MG
733,18454_00064,9,VPM
1020,18454_00065,8,PO
733,18454_00066,9,VPM
484682524,18454_00067,5,VPM
718,18454_00068,9,VPL
1079,18454_00069,9,MG
733,18454_00070,9,VPM
733,18454_00071,9,VPM
733,18454_00072,9,VPM
733,18454_00073,9,VPLpc
362,18454_00074,8,MD
1020,18454_00075,8,VAL
672,18454_00093,7,CP
599,18454_00095,8,CM
15,18454_00096,8,MD
599,18454_00097,8,CM
1113,18454_00098,8,IAD
549,18454_00099,5,AM
366,18454_00100,8,SMT
366,18454_00101,8,SMT
733,18454_00105,9,VPM
718,18454_00106,9,VPL
718,18454_00107,9,VPM
718,18454_00109,9,VPL
672,18454_00111,7,CP
496345668,18454_00126,9,LP
733,18454_00127,9,VPM
733,18454_00128,9,VPM
496345668,18454_00129,9,LGd
362,18454_00130,8,MD
733,18454_00131,9,VPM
725,18454_00132,9,VPMpc
733,18454_00133,9,VPM
733,18454_00134,9,VPM
733,18454_00135,9,VPM
733,18454_00136,9,VPM
733,18454_00137,9,VPM
733,18454_00138,9,VPM
733,18454_00139,9,VPM
733,18454_00140,9,VPL
718,18454_00141,9,VPL
718,18454_00142,9,VPL
697,18454_00143,6,VPL
313,18454_00144,4,VPL
718,18454_00145,9,VPL
718,18454_00146,9,VPM
797,18454_00147,7,VPL
262,18454_00148,7,VPL
1088,18454_00149,9,MG
1079,18454_00150,9,MG
1088,18454_00151,9,MG
797,18454_00152,7,VPM
733,18454_00153,9,VPM
733,18454_00154,9,VPM
733,18454_00155,9,VPM
549,18454_00156,5,VPL
718,18454_00157,9,VPL
718,18454_00158,9,VPL
797,18454_00159,7,VPL
685,18454_00160,8,VPM
685,18454_00161,8,VPM
718,18454_00162,9,VPM
262,18454_00163,7,VPL
718,18454_00164,9,VPL
718,18454_00165,9,VPL
6,18454_00166,5,VPL
6,18454_00167,5,VPL
6,18454_00168,5,VPL
1031,18454_00169,7,VPL
997,18454_00170,1,MG
66,18454_00171,6,MG
672,18454_00174,7,CP
366,18454_00176,8,SMT
366,18454_00177,8,SMT
1009,18454_01000,2,VPL
733,18454_01001,9,VPM
733,18454_01004,9,VPM
733,18454_01005,9,VPM
262,18454_01006,7,RT
262,18454_01007,7,VPL
733,18454_01009,9,VPM
733,18454_01010,9,VPM
733,18454_01011,9,VPM
733,18454_01012,9,VPM
733,18454_01013,9,VPM
733,18454_01014,9,VPM
733,18454_01015,9,VPM
733,18454_01018,9,VPM
463,18454_01021,9,LGd
496345668,18454_01022,9,RT
1009,18454_01023,2,VPL
496345668,18454_01027,9,VPM
262,18454_01030,7,VPL
262,18454_01031,7,VPL
262,18454_01032,7,VPL
262,18454_01033,7,VPL
178,18454_01034,8,VPL
178,18454_01035,8,VPL
262,18454_01038,7,VPL
484682520,18454_01039,5,VPM
262,18454_01040,7,VPL
484682520,18454_01041,5,VPM
733,18454_01042,9,VPM
733,18454_01043,9,VPM
733,18454_01044,9,VPM
262,18454_01045,7,VPL
733,18454_01047,9,VPM
733,18454_01048,9,VPM
733,18454_01049,9,VPM
496345668,18454_01050,9,LGd
484682520,18454_01051,5,VPM
733,18454_01052,9,VPM
733,18454_01053,9,VPM
733,18454_01054,9,VPM
1092,18454_01055,5,VPM
733,18454_01056,9,VPM
733,18454_01059,9,VPM
733,18454_01060,9,VPM
733,18454_01061,9,VPM
733,18454_01062,9,VPM
733,18454_01063,9,VPM
